,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,antecedent_len
5976,frozenset({'911481'}),frozenset({'900120'}),0.0184,0.0204,0.0018,0.0973,4.761,0.0014,1.0851,1
5977,frozenset({'900120'}),frozenset({'911481'}),0.0204,0.0184,0.0018,0.0874,4.761,0.0014,1.0757,1
5978,frozenset({'911481'}),frozenset({'900510'}),0.0184,0.0432,0.0015,0.0816,1.8868,0.0007,1.0417,1
5979,frozenset({'900510'}),frozenset({'911481'}),0.0432,0.0184,0.0015,0.0347,1.8868,0.0007,1.0169,1
5980,frozenset({'911481'}),frozenset({'902129'}),0.0184,0.0198,0.0015,0.08,4.0359,0.0011,1.0654,1
5981,frozenset({'902129'}),frozenset({'911481'}),0.0198,0.0184,0.0015,0.0741,4.0359,0.0011,1.0602,1
5982,frozenset({'911481'}),frozenset({'908059'}),0.0184,0.0287,0.0018,0.0957,3.3395,0.0012,1.0741,1
5983,frozenset({'908059'}),frozenset({'911481'}),0.0287,0.0184,0.0018,0.0613,3.3395,0.0012,1.0458,1
5984,frozenset({'911481'}),frozenset({'901869'}),0.0184,0.0284,0.0013,0.069,2.4296,0.0007,1.0436,1
5985,frozenset({'901869'}),frozenset({'911481'}),0.0284,0.0184,0.0013,0.0446,2.4296,0.0007,1.0275,1
5986,frozenset({'900349'}),frozenset({'911481'}),0.0343,0.0184,0.0019,0.055,2.9967,0.0013,1.0388,1
5987,frozenset({'911481'}),frozenset({'900349'}),0.0184,0.0343,0.0019,0.1027,2.9967,0.0013,1.0763,1
5988,frozenset({'911481'}),frozenset({'901728'}),0.0184,0.0233,0.0025,0.1373,5.8959,0.0021,1.1321,1
5989,frozenset({'901728'}),frozenset({'911481'}),0.0233,0.0184,0.0025,0.1083,5.8959,0.0021,1.1008,1
5990,frozenset({'911481'}),frozenset({'903133'}),0.0184,0.0189,0.0019,0.1059,5.5936,0.0016,1.0973,1
5991,frozenset({'903133'}),frozenset({'911481'}),0.0189,0.0184,0.0019,0.1027,5.5936,0.0016,1.094,1
5992,frozenset({'911481'}),frozenset({'903136'}),0.0184,0.0197,0.0013,0.0714,3.6243,0.0009,1.0557,1
5993,frozenset({'903136'}),frozenset({'911481'}),0.0197,0.0184,0.0013,0.0666,3.6243,0.0009,1.0516,1
5994,frozenset({'911481'}),frozenset({'900340'}),0.0184,0.021,0.0015,0.08,3.8167,0.0011,1.0642,1
5995,frozenset({'900340'}),frozenset({'911481'}),0.021,0.0184,0.0015,0.0701,3.8167,0.0011,1.0556,1
5996,frozenset({'901728'}),frozenset({'911483'}),0.0233,0.01,0.0015,0.0631,6.2953,0.0012,1.0567,1
5997,frozenset({'911483'}),frozenset({'901728'}),0.01,0.0233,0.0015,0.1466,6.2953,0.0012,1.1444,1
5998,frozenset({'911481'}),frozenset({'911483'}),0.0184,0.01,0.0031,0.1686,16.8184,0.0029,1.1908,1
5999,frozenset({'911483'}),frozenset({'911481'}),0.01,0.0184,0.0031,0.3089,16.8184,0.0029,1.4204,1
6000,frozenset({'900116'}),frozenset({'911483'}),0.0261,0.01,0.0014,0.0524,5.2233,0.0011,1.0447,1
6001,frozenset({'911483'}),frozenset({'900116'}),0.01,0.0261,0.0014,0.1365,5.2233,0.0011,1.1278,1
6002,frozenset({'903133'}),frozenset({'911483'}),0.0189,0.01,0.0012,0.0609,6.0723,0.001,1.0542,1
6003,frozenset({'911483'}),frozenset({'903133'}),0.01,0.0189,0.0012,0.1149,6.0723,0.001,1.1085,1
6004,frozenset({'902133'}),frozenset({'911483'}),0.0238,0.01,0.0011,0.0453,4.5198,0.0008,1.037,1
6005,frozenset({'911483'}),frozenset({'902133'}),0.01,0.0238,0.0011,0.1078,4.5198,0.0008,1.0941,1
6006,frozenset({'902133'}),frozenset({'900116'}),0.0238,0.0261,0.0036,0.1511,5.7806,0.003,1.1472,1
6007,frozenset({'900116'}),frozenset({'902133'}),0.0261,0.0238,0.0036,0.1378,5.7806,0.003,1.1322,1
6008,frozenset({'900510'}),frozenset({'902133'}),0.0432,0.0238,0.0021,0.0483,2.0266,0.0011,1.0257,1
6009,frozenset({'902133'}),frozenset({'900510'}),0.0238,0.0432,0.0021,0.0876,2.0266,0.0011,1.0486,1
6010,frozenset({'900349'}),frozenset({'902133'}),0.0343,0.0238,0.0025,0.0731,3.0665,0.0017,1.0532,1
6011,frozenset({'902133'}),frozenset({'900349'}),0.0238,0.0343,0.0025,0.1051,3.0665,0.0017,1.0792,1
6012,frozenset({'908059'}),frozenset({'902133'}),0.0287,0.0238,0.0024,0.0825,3.4584,0.0017,1.0639,1
6013,frozenset({'902133'}),frozenset({'908059'}),0.0238,0.0287,0.0024,0.0991,3.4584,0.0017,1.0782,1
6014,frozenset({'912467'}),frozenset({'902133'}),0.024,0.0238,0.002,0.0817,3.426,0.0014,1.063,1
6015,frozenset({'902133'}),frozenset({'912467'}),0.0238,0.024,0.002,0.0822,3.426,0.0014,1.0634,1
6016,frozenset({'902133'}),frozenset({'900061'}),0.0238,0.0306,0.0021,0.0882,2.8818,0.0014,1.0632,1
6017,frozenset({'900061'}),frozenset({'902133'}),0.0306,0.0238,0.0021,0.0687,2.8818,0.0014,1.0482,1
6018,frozenset({'902133'}),frozenset({'901869'}),0.0238,0.0284,0.0014,0.0598,2.1057,0.0007,1.0334,1
6019,frozenset({'901869'}),frozenset({'902133'}),0.0284,0.0238,0.0014,0.0502,2.1057,0.0007,1.0278,1
6020,frozenset({'901388'}),frozenset({'900116'}),0.0143,0.0261,0.0026,0.1835,7.0208,0.0022,1.1927,1
6021,frozenset({'900116'}),frozenset({'901388'}),0.0261,0.0143,0.0026,0.1003,7.0208,0.0022,1.0956,1
6022,frozenset({'901388'}),frozenset({'900120'}),0.0143,0.0204,0.0019,0.13,6.366,0.0016,1.126,1
6023,frozenset({'900120'}),frozenset({'901388'}),0.0204,0.0143,0.0019,0.091,6.366,0.0016,1.0844,1
6024,frozenset({'901388'}),frozenset({'902133'}),0.0143,0.0238,0.0016,0.1109,4.651,0.0012,1.0979,1
6025,frozenset({'902133'}),frozenset({'901388'}),0.0238,0.0143,0.0016,0.0665,4.651,0.0012,1.0559,1
6026,frozenset({'901388'}),frozenset({'900510'}),0.0143,0.0432,0.0012,0.0867,2.0053,0.0006,1.0476,1
6027,frozenset({'900510'}),frozenset({'901388'}),0.0432,0.0143,0.0012,0.0287,2.0053,0.0006,1.0148,1
6028,frozenset({'901388'}),frozenset({'911481'}),0.0143,0.0184,0.0012,0.0857,4.6651,0.001,1.0736,1
6029,frozenset({'911481'}),frozenset({'901388'}),0.0184,0.0143,0.0012,0.0667,4.6651,0.001,1.0561,1
6030,frozenset({'900349'}),frozenset({'901388'}),0.0343,0.0143,0.0013,0.037,2.5874,0.0008,1.0236,1
6031,frozenset({'901388'}),frozenset({'900349'}),0.0143,0.0343,0.0013,0.0887,2.5874,0.0008,1.0597,1
6032,frozenset({'901388'}),frozenset({'912467'}),0.0143,0.024,0.0011,0.0746,3.1101,0.0007,1.0547,1
6033,frozenset({'912467'}),frozenset({'901388'}),0.024,0.0143,0.0011,0.0444,3.1101,0.0007,1.0316,1
6034,frozenset({'901388'}),frozenset({'900105'}),0.0143,0.0157,0.0012,0.0817,5.2001,0.0009,1.0718,1
6035,frozenset({'900105'}),frozenset({'901388'}),0.0157,0.0143,0.0012,0.0743,5.2001,0.0009,1.0648,1
6036,frozenset({'901388'}),frozenset({'908059'}),0.0143,0.0287,0.0012,0.0817,2.8497,0.0008,1.0577,1
6037,frozenset({'908059'}),frozenset({'901388'}),0.0287,0.0143,0.0012,0.0407,2.8497,0.0008,1.0276,1
6038,frozenset({'901388'}),frozenset({'901728'}),0.0143,0.0233,0.001,0.0706,3.0312,0.0007,1.0509,1
6039,frozenset({'901728'}),frozenset({'901388'}),0.0233,0.0143,0.001,0.0433,3.0312,0.0007,1.0303,1
6040,frozenset({'900116'}),frozenset({'902120'}),0.0261,0.0102,0.0024,0.0915,8.985,0.0021,1.0895,1
6041,frozenset({'902120'}),frozenset({'900116'}),0.0102,0.0261,0.0024,0.2348,8.985,0.0021,1.2727,1
6042,frozenset({'900120'}),frozenset({'902120'}),0.0204,0.0102,0.0017,0.0825,8.1013,0.0015,1.0788,1
6043,frozenset({'902120'}),frozenset({'900120'}),0.0102,0.0204,0.0017,0.1655,8.1013,0.0015,1.1738,1
6044,frozenset({'902133'}),frozenset({'902120'}),0.0238,0.0102,0.0015,0.064,6.2886,0.0013,1.0575,1
6045,frozenset({'902120'}),frozenset({'902133'}),0.0102,0.0238,0.0015,0.1499,6.2886,0.0013,1.1483,1
6046,frozenset({'901388'}),frozenset({'902120'}),0.0143,0.0102,0.0011,0.0796,7.8192,0.001,1.0755,1
6047,frozenset({'902120'}),frozenset({'901388'}),0.0102,0.0143,0.0011,0.1117,7.8192,0.001,1.1097,1
6048,frozenset({'900349'}),frozenset({'902120'}),0.0343,0.0102,0.001,0.0294,2.8878,0.0007,1.0198,1
6049,frozenset({'902120'}),frozenset({'900349'}),0.0102,0.0343,0.001,0.099,2.8878,0.0007,1.0718,1
6050,frozenset({'901728'}),frozenset({'902120'}),0.0233,0.0102,0.0011,0.047,4.6176,0.0009,1.0387,1
6051,frozenset({'902120'}),frozenset({'901728'}),0.0102,0.0233,0.0011,0.1075,4.6176,0.0009,1.0944,1
6052,frozenset({'903196'}),frozenset({'903198'}),0.0053,0.0065,0.0012,0.2213,33.9884,0.0011,1.2758,1
6053,frozenset({'903198'}),frozenset({'903196'}),0.0065,0.0053,0.0012,0.1792,33.9884,0.0011,1.2119,1
6054,frozenset({'903196'}),frozenset({'908059'}),0.0053,0.0287,0.0011,0.2049,7.1517,0.0009,1.2217,1
6055,frozenset({'908059'}),frozenset({'903196'}),0.0287,0.0053,0.0011,0.0377,7.1517,0.0009,1.0337,1
6056,frozenset({'911482'}),frozenset({'911485'}),0.0077,0.0085,0.0016,0.2022,23.7956,0.0015,1.2429,1
6057,frozenset({'911485'}),frozenset({'911482'}),0.0085,0.0077,0.0016,0.1831,23.7956,0.0015,1.2147,1
6058,frozenset({'911482'}),frozenset({'901728'}),0.0077,0.0233,0.0012,0.1592,6.8376,0.001,1.1616,1
6059,frozenset({'901728'}),frozenset({'911482'}),0.0233,0.0077,0.0012,0.0526,6.8376,0.001,1.0474,1
6060,frozenset({'911481'}),frozenset({'911482'}),0.0184,0.0077,0.0022,0.1192,15.4974,0.002,1.1266,1
6061,frozenset({'911482'}),frozenset({'911481'}),0.0077,0.0184,0.0022,0.2846,15.4974,0.002,1.3722,1
6062,frozenset({'911482'}),frozenset({'911483'}),0.0077,0.01,0.0015,0.2004,19.9848,0.0015,1.238,1
6063,frozenset({'911483'}),frozenset({'911482'}),0.01,0.0077,0.0015,0.1537,19.9848,0.0015,1.1726,1
6064,frozenset({'915821'}),frozenset({'900101'}),0.014,0.013,0.0017,0.1202,9.2849,0.0015,1.122,1
6065,frozenset({'900101'}),frozenset({'915821'}),0.013,0.014,0.0017,0.1301,9.2849,0.0015,1.1335,1
6066,frozenset({'900101'}),frozenset({'900116'}),0.013,0.0261,0.0015,0.119,4.5546,0.0012,1.1054,1
6067,frozenset({'900116'}),frozenset({'900101'}),0.0261,0.013,0.0015,0.059,4.5546,0.0012,1.0489,1
6068,frozenset({'900510'}),frozenset({'900101'}),0.0432,0.013,0.0011,0.0257,1.9812,0.0005,1.013,1
6069,frozenset({'900101'}),frozenset({'900510'}),0.013,0.0432,0.0011,0.0857,1.9812,0.0005,1.0464,1
6070,frozenset({'900120'}),frozenset({'900101'}),0.0204,0.013,0.0014,0.0698,5.3909,0.0012,1.0611,1
6071,frozenset({'900101'}),frozenset({'900120'}),0.013,0.0204,0.0014,0.1101,5.3909,0.0012,1.1008,1
6072,frozenset({'900349'}),frozenset({'900101'}),0.0343,0.013,0.0014,0.0395,3.0497,0.0009,1.0276,1
6073,frozenset({'900101'}),frozenset({'900349'}),0.013,0.0343,0.0014,0.1046,3.0497,0.0009,1.0785,1
6074,frozenset({'900101'}),frozenset({'902129'}),0.013,0.0198,0.0017,0.1346,6.7901,0.0015,1.1326,1
6075,frozenset({'902129'}),frozenset({'900101'}),0.0198,0.013,0.0017,0.0879,6.7901,0.0015,1.0822,1
6076,frozenset({'902130'}),frozenset({'900101'}),0.0145,0.013,0.0011,0.0744,5.7452,0.0009,1.0664,1
6077,frozenset({'900101'}),frozenset({'902130'}),0.013,0.0145,0.0011,0.0834,5.7452,0.0009,1.0752,1
6078,frozenset({'902133'}),frozenset({'900101'}),0.0238,0.013,0.002,0.0822,6.3452,0.0017,1.0754,1
6079,frozenset({'900101'}),frozenset({'902133'}),0.013,0.0238,0.002,0.1513,6.3452,0.0017,1.1502,1
6080,frozenset({'908059'}),frozenset({'900101'}),0.0287,0.013,0.0016,0.0568,4.3868,0.0013,1.0465,1
6081,frozenset({'900101'}),frozenset({'908059'}),0.013,0.0287,0.0016,0.1257,4.3868,0.0013,1.111,1
6082,frozenset({'902132'}),frozenset({'900101'}),0.0171,0.013,0.0012,0.0676,5.2173,0.0009,1.0586,1
6083,frozenset({'900101'}),frozenset({'902132'}),0.013,0.0171,0.0012,0.089,5.2173,0.0009,1.079,1
6084,frozenset({'911481'}),frozenset({'912145'}),0.0184,0.0072,0.0016,0.0847,11.7366,0.0014,1.0847,1
6085,frozenset({'912145'}),frozenset({'911481'}),0.0072,0.0184,0.0016,0.2156,11.7366,0.0014,1.2514,1
6086,frozenset({'911483'}),frozenset({'912145'}),0.01,0.0072,0.0011,0.1135,15.727,0.0011,1.1199,1
6087,frozenset({'912145'}),frozenset({'911483'}),0.0072,0.01,0.0011,0.1577,15.727,0.0011,1.1753,1
6088,frozenset({'902405'}),frozenset({'909487'}),0.0611,0.0032,0.0012,0.02,6.3544,0.001,1.0172,1
6089,frozenset({'909487'}),frozenset({'902405'}),0.0032,0.0611,0.0012,0.3881,6.3544,0.001,1.5345,1
6090,frozenset({'901096'}),frozenset({'901081'}),0.0153,0.0104,0.0033,0.2156,20.7895,0.0031,1.2617,1
6091,frozenset({'901081'}),frozenset({'901096'}),0.0104,0.0153,0.0033,0.3181,20.7895,0.0031,1.444,1
6092,frozenset({'902405'}),frozenset({'901081'}),0.0611,0.0104,0.0016,0.0267,2.5695,0.001,1.0167,1
6093,frozenset({'901081'}),frozenset({'902405'}),0.0104,0.0611,0.0016,0.1569,2.5695,0.001,1.1137,1
6094,frozenset({'901081'}),frozenset({'902450'}),0.0104,0.0455,0.0014,0.1306,2.8707,0.0009,1.0979,1
6095,frozenset({'902450'}),frozenset({'901081'}),0.0455,0.0104,0.0014,0.0298,2.8707,0.0009,1.02,1
6096,frozenset({'902449'}),frozenset({'901081'}),0.0405,0.0104,0.0013,0.0313,3.0172,0.0008,1.0216,1
6097,frozenset({'901081'}),frozenset({'902449'}),0.0104,0.0405,0.0013,0.1222,3.0172,0.0008,1.0931,1
6098,frozenset({'903198'}),frozenset({'908059'}),0.0065,0.0287,0.0015,0.2367,8.2618,0.0014,1.2726,1
6099,frozenset({'908059'}),frozenset({'903198'}),0.0287,0.0065,0.0015,0.0538,8.2618,0.0014,1.05,1
6100,frozenset({'900116'}),frozenset({'908944'}),0.0261,0.0105,0.0011,0.0436,4.1356,0.0009,1.0345,1
6101,frozenset({'908944'}),frozenset({'900116'}),0.0105,0.0261,0.0011,0.1081,4.1356,0.0009,1.0919,1
6102,frozenset({'911485'}),frozenset({'901728'}),0.0085,0.0233,0.0014,0.161,6.9167,0.0012,1.1642,1
6103,frozenset({'901728'}),frozenset({'911485'}),0.0233,0.0085,0.0014,0.0588,6.9167,0.0012,1.0534,1
6104,frozenset({'911485'}),frozenset({'900116'}),0.0085,0.0261,0.0011,0.1237,4.7348,0.0008,1.1114,1
6105,frozenset({'900116'}),frozenset({'911485'}),0.0261,0.0085,0.0011,0.0402,4.7348,0.0008,1.0331,1
6106,frozenset({'911481'}),frozenset({'911485'}),0.0184,0.0085,0.0027,0.1467,17.2562,0.0025,1.1619,1
6107,frozenset({'911485'}),frozenset({'911481'}),0.0085,0.0184,0.0027,0.3169,17.2562,0.0025,1.4371,1
6108,frozenset({'911485'}),frozenset({'911483'}),0.0085,0.01,0.0016,0.1915,19.1022,0.0015,1.2245,1
6109,frozenset({'911483'}),frozenset({'911485'}),0.01,0.0085,0.0016,0.1624,19.1022,0.0015,1.1837,1
6110,frozenset({'914626'}),frozenset({'901728'}),0.0067,0.0233,0.0014,0.2065,8.8683,0.0012,1.2308,1
6111,frozenset({'901728'}),frozenset({'914626'}),0.0233,0.0067,0.0014,0.0594,8.8683,0.0012,1.056,1
6112,frozenset({'911484'}),frozenset({'911481'}),0.0041,0.0184,0.001,0.2474,13.4689,0.0009,1.3043,1
6113,frozenset({'911481'}),frozenset({'911484'}),0.0184,0.0041,0.001,0.0557,13.4689,0.0009,1.0546,1
6114,frozenset({'903165'}),frozenset({'903163'}),0.0057,0.0058,0.0012,0.2112,36.4691,0.0012,1.2604,1
6115,frozenset({'903163'}),frozenset({'903165'}),0.0058,0.0057,0.0012,0.2065,36.4691,0.0012,1.2531,1
6116,frozenset({'903165'}),frozenset({'903162'}),0.0057,0.0057,0.0018,0.3206,55.9192,0.0018,1.4635,1
6117,frozenset({'903162'}),frozenset({'903165'}),0.0057,0.0057,0.0018,0.3166,55.9192,0.0018,1.455,1
6118,frozenset({'903167'}),frozenset({'903165'}),0.0054,0.0057,0.0011,0.2097,37.0361,0.0011,1.2581,1
6119,frozenset({'903165'}),frozenset({'903167'}),0.0057,0.0054,0.0011,0.1985,37.0361,0.0011,1.2409,1
6120,frozenset({'903167'}),frozenset({'903163'}),0.0054,0.0058,0.001,0.1909,32.9576,0.001,1.2287,1
6121,frozenset({'903163'}),frozenset({'903167'}),0.0058,0.0054,0.001,0.1766,32.9576,0.001,1.208,1
6122,frozenset({'903167'}),frozenset({'903162'}),0.0054,0.0057,0.0011,0.2043,35.6331,0.0011,1.2496,1
6123,frozenset({'903162'}),frozenset({'903167'}),0.0057,0.0054,0.0011,0.191,35.6331,0.0011,1.2294,1
6124,frozenset({'909540'}),frozenset({'909536'}),0.0035,0.0027,0.0012,0.3568,130.3748,0.0012,1.5506,1
6125,frozenset({'909536'}),frozenset({'909540'}),0.0027,0.0035,0.0012,0.4526,130.3748,0.0012,1.8206,1
6126,frozenset({'901726'}),frozenset({'901727'}),0.0098,0.005,0.0013,0.1368,27.2029,0.0013,1.1526,1
6127,frozenset({'901727'}),frozenset({'901726'}),0.005,0.0098,0.0013,0.2665,27.2029,0.0013,1.3499,1
6128,frozenset({'900510'}),frozenset({'901868'}),0.0432,0.0074,0.0014,0.0323,4.3483,0.0011,1.0257,1
6129,frozenset({'901868'}),frozenset({'900510'}),0.0074,0.0432,0.0014,0.188,4.3483,0.0011,1.1783,1
6130,frozenset({'902449'}),frozenset({'916608'}),0.0405,0.0122,0.0021,0.053,4.3529,0.0017,1.0431,1
6131,frozenset({'916608'}),frozenset({'902449'}),0.0122,0.0405,0.0021,0.1763,4.3529,0.0017,1.1649,1
6132,frozenset({'902405'}),frozenset({'916608'}),0.0611,0.0122,0.0019,0.0309,2.5381,0.0011,1.0193,1
6133,frozenset({'916608'}),frozenset({'902405'}),0.0122,0.0611,0.0019,0.155,2.5381,0.0011,1.1112,1
6134,frozenset({'916608'}),frozenset({'902529'}),0.0122,0.0173,0.001,0.0828,4.7841,0.0008,1.0714,1
6135,frozenset({'902529'}),frozenset({'916608'}),0.0173,0.0122,0.001,0.0582,4.7841,0.0008,1.0489,1
6136,frozenset({'902513'}),frozenset({'916608'}),0.0172,0.0122,0.0012,0.0686,5.6371,0.001,1.0606,1
6137,frozenset({'916608'}),frozenset({'902513'}),0.0122,0.0172,0.0012,0.097,5.6371,0.001,1.0884,1
6138,frozenset({'916608'}),frozenset({'902450'}),0.0122,0.0455,0.0021,0.1704,3.7471,0.0015,1.1506,1
6139,frozenset({'902450'}),frozenset({'916608'}),0.0455,0.0122,0.0021,0.0456,3.7471,0.0015,1.035,1
6140,frozenset({'916608'}),frozenset({'902442'}),0.0122,0.0281,0.0011,0.0935,3.3247,0.0008,1.0721,1
6141,frozenset({'902442'}),frozenset({'916608'}),0.0281,0.0122,0.0011,0.0405,3.3247,0.0008,1.0295,1
6142,"frozenset({'902449', '916608'})",frozenset({'902450'}),0.0021,0.0455,0.0011,0.4899,10.7728,0.001,1.8714,2
6143,"frozenset({'902449', '902450'})",frozenset({'916608'}),0.0192,0.0122,0.0011,0.0548,4.5056,0.0008,1.0451,2
6144,"frozenset({'916608', '902450'})",frozenset({'902449'}),0.0021,0.0405,0.0011,0.5069,12.5144,0.001,1.946,2
6145,frozenset({'902449'}),"frozenset({'916608', '902450'})",0.0405,0.0021,0.0011,0.026,12.5144,0.001,1.0245,1
6146,frozenset({'916608'}),"frozenset({'902449', '902450'})",0.0122,0.0192,0.0011,0.0864,4.5056,0.0008,1.0736,1
6147,frozenset({'902450'}),"frozenset({'902449', '916608'})",0.0455,0.0021,0.0011,0.0231,10.7728,0.001,1.0215,1
6148,frozenset({'901059'}),frozenset({'901060'}),0.0084,0.0046,0.0023,0.2766,59.6366,0.0023,1.376,1
6149,frozenset({'901060'}),frozenset({'901059'}),0.0046,0.0084,0.0023,0.5,59.6366,0.0023,1.9832,1
6150,frozenset({'901070'}),frozenset({'901060'}),0.021,0.0046,0.0019,0.0927,19.9886,0.0018,1.0971,1
6151,frozenset({'901060'}),frozenset({'901070'}),0.0046,0.021,0.0019,0.4193,19.9886,0.0018,1.6858,1
6152,frozenset({'901064'}),frozenset({'901060'}),0.0188,0.0046,0.0015,0.0804,17.3323,0.0014,1.0824,1
6153,frozenset({'901060'}),frozenset({'901064'}),0.0046,0.0188,0.0015,0.3261,17.3323,0.0014,1.456,1
6154,frozenset({'901061'}),frozenset({'901060'}),0.0081,0.0046,0.0025,0.3089,66.5991,0.0025,1.4403,1
6155,frozenset({'901060'}),frozenset({'901061'}),0.0046,0.0081,0.0025,0.5373,66.5991,0.0025,2.1436,1
6156,frozenset({'901065'}),frozenset({'901060'}),0.0227,0.0046,0.0017,0.076,16.394,0.0016,1.0773,1
6157,frozenset({'901060'}),frozenset({'901065'}),0.0046,0.0227,0.0017,0.3727,16.394,0.0016,1.5578,1
6158,frozenset({'901060'}),frozenset({'901063'}),0.0046,0.0155,0.0015,0.3292,21.2771,0.0015,1.4677,1
6159,frozenset({'901063'}),frozenset({'901060'}),0.0155,0.0046,0.0015,0.0987,21.2771,0.0015,1.1044,1
6160,frozenset({'911090'}),frozenset({'901060'}),0.0144,0.0046,0.0011,0.0748,16.1202,0.001,1.0758,1
6161,frozenset({'901060'}),frozenset({'911090'}),0.0046,0.0144,0.0011,0.2329,16.1202,0.001,1.2848,1
6162,"frozenset({'901061', '901059'})",frozenset({'901060'}),0.0038,0.0046,0.0017,0.4406,94.9877,0.0016,1.7794,2
6163,"frozenset({'901061', '901060'})",frozenset({'901059'}),0.0025,0.0084,0.0017,0.6647,79.2857,0.0016,2.9578,2
6164,"frozenset({'901059', '901060'})",frozenset({'901061'}),0.0023,0.0081,0.0017,0.7143,88.5421,0.0016,3.4718,2
6165,frozenset({'901061'}),"frozenset({'901059', '901060'})",0.0081,0.0023,0.0017,0.2054,88.5421,0.0016,1.2555,1
6166,frozenset({'901059'}),"frozenset({'901061', '901060'})",0.0084,0.0025,0.0017,0.1976,79.2857,0.0016,1.2431,1
6167,frozenset({'901060'}),"frozenset({'901061', '901059'})",0.0046,0.0038,0.0017,0.3571,94.9877,0.0016,1.5497,1
6168,"frozenset({'901070', '901059'})",frozenset({'901060'}),0.0033,0.0046,0.0013,0.3793,81.772,0.0013,1.6036,2
6169,"frozenset({'901070', '901060'})",frozenset({'901059'}),0.0019,0.0084,0.0013,0.6519,77.7485,0.0013,2.8483,2
6170,"frozenset({'901059', '901060'})",frozenset({'901070'}),0.0023,0.021,0.0013,0.5466,26.0592,0.0012,2.1592,2
6171,frozenset({'901070'}),"frozenset({'901059', '901060'})",0.021,0.0023,0.0013,0.0604,26.0592,0.0012,1.0619,1
6172,frozenset({'901059'}),"frozenset({'901070', '901060'})",0.0084,0.0019,0.0013,0.1512,77.7485,0.0013,1.1758,1
6173,frozenset({'901060'}),"frozenset({'901070', '901059'})",0.0046,0.0033,0.0013,0.2733,81.772,0.0013,1.3715,1
6174,"frozenset({'901061', '901070'})",frozenset({'901060'}),0.0034,0.0046,0.0013,0.3889,83.837,0.0013,1.6288,2
6175,"frozenset({'901061', '901060'})",frozenset({'901070'}),0.0025,0.021,0.0013,0.526,25.0784,0.0013,2.0655,2
6176,"frozenset({'901070', '901060'})",frozenset({'901061'}),0.0019,0.0081,0.0013,0.6741,83.5575,0.0013,3.0434,2
6177,frozenset({'901061'}),"frozenset({'901070', '901060'})",0.0081,0.0019,0.0013,0.1625,83.5575,0.0013,1.1917,1
6178,frozenset({'901070'}),"frozenset({'901061', '901060'})",0.021,0.0025,0.0013,0.0625,25.0784,0.0013,1.064,1
6179,frozenset({'901060'}),"frozenset({'901061', '901070'})",0.0046,0.0034,0.0013,0.2826,83.837,0.0013,1.3892,1
6180,"frozenset({'901061', '901070', '901059'})",frozenset({'901060'}),0.0021,0.0046,0.001,0.4932,106.3138,0.001,1.9638,3
6181,"frozenset({'901061', '901070', '901060'})",frozenset({'901059'}),0.0013,0.0084,0.001,0.7912,94.37,0.001,4.7493,3
6182,"frozenset({'901061', '901059', '901060'})",frozenset({'901070'}),0.0017,0.021,0.001,0.6261,29.8496,0.001,2.6183,3
6183,"frozenset({'901070', '901059', '901060'})",frozenset({'901061'}),0.0013,0.0081,0.001,0.8182,101.4209,0.001,5.4556,3
6184,"frozenset({'901061', '901070'})","frozenset({'901059', '901060'})",0.0034,0.0023,0.001,0.3077,132.6651,0.001,1.4411,2
6185,"frozenset({'901061', '901059'})","frozenset({'901070', '901060'})",0.0038,0.0019,0.001,0.2759,141.8483,0.001,1.3783,2
6186,"frozenset({'901061', '901060'})","frozenset({'901070', '901059'})",0.0025,0.0033,0.001,0.4162,124.5272,0.001,1.7071,2
6187,"frozenset({'901070', '901059'})","frozenset({'901061', '901060'})",0.0033,0.0025,0.001,0.3103,124.5272,0.001,1.4464,2
6188,"frozenset({'901070', '901060'})","frozenset({'901061', '901059'})",0.0019,0.0038,0.001,0.5333,141.8483,0.001,2.1348,2
6189,"frozenset({'901059', '901060'})","frozenset({'901061', '901070'})",0.0023,0.0034,0.001,0.4472,132.6651,0.001,1.8029,2
6190,frozenset({'901061'}),"frozenset({'901070', '901059', '901060'})",0.0081,0.0013,0.001,0.1286,101.4209,0.001,1.1461,1
6191,frozenset({'901070'}),"frozenset({'901061', '901059', '901060'})",0.021,0.0017,0.001,0.0495,29.8496,0.001,1.0503,1
